profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p04607,2024,2585,1.426822777283135,29,female,white,not hispanic,less than high school,"$75,000 to $89,999",8,working class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,NA
p04608,2021,3299,0.33840475993177743,72,male,white,not hispanic,graduate,"$170,000 or over",1,upper class,south,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,none,NA,not available in this year,NA
p04609,2022,781,2.404454486870465,78,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,none,no,no religion,NA
p04610,2024,1789,0.380518735956229,89,male,white,not hispanic,high school,"$15,000 to $17,499",NA,middle class,south,not available in this year,not very strong democrat,"moderate, middle of the road",protestant,no,not very strong,only some
p04611,2022,1210,0.8346754080465394,57,male,black or african american,not hispanic,high school,"$170,000 or over",NA,middle class,west,suburbs of the remaining 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p04612,2021,3736,0.8333475723665296,30,female,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,central city of the remainder of the 100 largest smsas,other party,extremely liberal,none,no,not available in this year,a great deal
p04613,2021,1429,0.9072424702750248,42,male,white,cuban,bachelor's,"$20,000 to $22,499",2,middle class,south,central city of 12 largest smsas,not very strong republican,conservative,protestant,NA,not available in this year,NA
p04614,2021,2161,1.4016718255427063,51,female,black or african american,not hispanic,associate/junior college,"$35,000 to $39,999",2,working class,south,suburbs of 12 largest smsas,not very strong democrat,liberal,none,yes,not available in this year,only some
p04615,2021,1596,0.42538204956326714,58,female,white,not hispanic,bachelor's,"$75,000 to $89,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,christian,NA,not available in this year,NA
p04616,2018,577,0.9753944898849285,22,female,white,not hispanic,bachelor's,"$60,000 to $74,999",3,working class,northeast,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,catholic,no,not very strong,only some
p04617,2024,847,0.7492694460770786,35,male,black or african american,not hispanic,high school,"$170,000 or over",3,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,hardly any
p04618,2021,12,0.5762289586205911,61,female,asian,not hispanic,bachelor's,"$8,000 to $9,999",1,middle class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",conservative,protestant,yes,not available in this year,only some
p04619,2021,4106,0.3742877157750583,57,male,white,not hispanic,graduate,"$75,000 to $89,999",2,middle class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,none,no,not available in this year,a great deal
p04620,2024,3142,0.5337584272363118,78,male,white,not hispanic,bachelor's,"$25,000 to $29,999",NA,working class,midwest,not available in this year,not very strong republican,slightly conservative,protestant,no,not very strong,only some
p04621,2024,34,0.8045772443518119,61,female,white,not hispanic,high school,"$35,000 to $39,999",NA,working class,northeast,not available in this year,other party,extremely liberal,none,no,NA,NA
p04622,2022,1386,0.667228230582866,60,female,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",catholic,no,NA,only some
p04623,2018,1100,0.8469568334090786,27,female,black or african american,not hispanic,high school,"$25,000 to $29,999",1,working class,midwest,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",slightly liberal,none,no,no religion,a great deal
p04624,2024,446,0.36394297071603027,58,female,white,not hispanic,bachelor's,"$17,500 to $19,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",catholic,no,not very strong,a great deal
p04625,2021,3913,0.776776405789239,80,female,white,not hispanic,less than high school,"$35,000 to $39,999",1,middle class,south,suburbs of the remaining 100 largest smsas,strong democrat,liberal,catholic,no,not available in this year,a great deal
p04626,2024,262,0.9896062597227167,59,female,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",NA,working class,west,not available in this year,not very strong democrat,slightly conservative,catholic,no,not very strong,NA
p04627,2024,1800,0.8462904119900437,88,male,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,south,not available in this year,"independent (neither, no response)",slightly conservative,protestant,yes,NA,hardly any
p04628,2018,857,2.3225564879267795,63,male,white,not hispanic,high school,"$50,000 to $59,999",5,working class,west,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,protestant,yes,strong,NA
p04629,2018,989,0.6642031184102116,60,female,white,not hispanic,high school,"$110,000 to $129,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,yes,somewhat strong (vol.),hardly any
p04630,2018,155,0.6181619147376657,57,male,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$40,000 to $49,999",2,working class,west,central city of 12 largest smsas,not very strong republican,"moderate, middle of the road",catholic,no,somewhat strong (vol.),a great deal
p04631,2024,1465,2.012639803070346,36,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,west,not available in this year,not very strong democrat,slightly liberal,none,no,NA,only some
p04632,2021,224,0.576463270125111,37,female,asian,not hispanic,bachelor's,"$60,000 to $74,999",1,middle class,south,suburbs of 12 largest smsas,strong democrat,liberal,protestant,NA,not available in this year,NA
p04633,2018,2274,0.7891308324903674,64,female,black or african american,not hispanic,less than high school,"$8,000 to $9,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,liberal,protestant,no,somewhat strong (vol.),only some
p04634,2021,4471,1.7961757545680241,48,male,white,not hispanic,high school,"$150,000 to $169,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,no,not available in this year,hardly any
p04635,2018,2007,1.7594399672495924,29,female,american indian or alaska native,"mexican, mexican american, chicano/a",bachelor's,"$10,000 to $12,499",5,lower class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,none,no,no religion,a great deal
p04636,2021,1175,1.094926458786639,42,female,white,not hispanic,associate/junior college,"$90,000 to $109,999",2,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,NA,not available in this year,NA
p04637,2018,572,0.8337326185088594,23,female,white,not hispanic,bachelor's,"$30,000 to $34,999",2,middle class,northeast,central city of 12 largest smsas,not very strong republican,"moderate, middle of the road",christian,no,not very strong,only some
p04638,2024,1520,0.6267620165149631,73,male,white,"mexican, mexican american, chicano/a",bachelor's,"$75,000 to $89,999",NA,working class,northeast,not available in this year,strong democrat,liberal,catholic,no,NA,a great deal
p04639,2021,3940,0.5442776648540166,59,female,black or african american,not hispanic,graduate,"$50,000 to $59,999",2,working class,midwest,central city of 12 largest smsas,strong democrat,extremely liberal,protestant,yes,not available in this year,a great deal
p04640,2024,1617,0.5035106787434562,28,male,asian,not hispanic,bachelor's,"$25,000 to $29,999",NA,lower class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p04641,2022,2822,7.592118245073246,46,female,white,not hispanic,high school,"$90,000 to $109,999",3,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely liberal,protestant,no,not very strong,NA
p04642,2021,2820,0.9931767482073501,48,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,slightly liberal,none,NA,not available in this year,NA
p04643,2022,84,1.3403688940647016,24,female,american indian or alaska native,not hispanic,high school,"$30,000 to $34,999",3,working class,northeast,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",other,no,strong,hardly any
p04644,2021,3004,2.7180892278986306,50,male,white,not hispanic,high school,"$130,000 to $149,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,catholic,no,not available in this year,only some
p04645,2021,4023,1.1775713692988663,69,male,white,not hispanic,high school,"$90,000 to $109,999",2,working class,south,suburbs of 12 largest smsas,strong republican,conservative,catholic,yes,not available in this year,a great deal
p04646,2024,236,0.33001524833808965,80,female,white,not hispanic,graduate,"$75,000 to $89,999",NA,middle class,west,not available in this year,not very strong republican,conservative,protestant,yes,strong,a great deal
p04647,2024,2006,1.8505131175570257,20,male,black or african american,not hispanic,high school,"$110,000 to $129,999",5,working class,northeast,not available in this year,strong democrat,liberal,none,no,NA,a great deal
p04648,2021,3926,0.7911504249170729,63,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,not available in this year,only some
p04649,2024,1070,2.038490277678952,37,male,white,not hispanic,graduate,"$60,000 to $74,999",NA,middle class,west,not available in this year,strong democrat,liberal,none,no,no religion,a great deal
